group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
day03_part2,Parse_string_dynamically,,,,1904225.0,ns,1
day03_part2,Parse_string_dynamically,,,,3458552.0,ns,2
day03_part2,Parse_string_dynamically,,,,4919987.0,ns,3
day03_part2,Parse_string_dynamically,,,,6320797.0,ns,4
day03_part2,Parse_string_dynamically,,,,7908861.0,ns,5
day03_part2,Parse_string_dynamically,,,,9236876.0,ns,6
day03_part2,Parse_string_dynamically,,,,10401057.0,ns,7
day03_part2,Parse_string_dynamically,,,,11657859.0,ns,8
day03_part2,Parse_string_dynamically,,,,15243507.0,ns,9
day03_part2,Parse_string_dynamically,,,,16043903.0,ns,10
day03_part2,Parse_string_dynamically,,,,16711977.0,ns,11
day03_part2,Parse_string_dynamically,,,,18267833.0,ns,12
day03_part2,Parse_string_dynamically,,,,19335606.0,ns,13
day03_part2,Parse_string_dynamically,,,,20717597.0,ns,14
day03_part2,Parse_string_dynamically,,,,22039438.0,ns,15
day03_part2,Parse_string_dynamically,,,,23909189.0,ns,16
day03_part2,Parse_string_dynamically,,,,25820180.0,ns,17
day03_part2,Parse_string_dynamically,,,,27070848.0,ns,18
day03_part2,Parse_string_dynamically,,,,28117836.0,ns,19
day03_part2,Parse_string_dynamically,,,,29491843.0,ns,20
day03_part2,Parse_string_dynamically,,,,32347777.0,ns,21
day03_part2,Parse_string_dynamically,,,,33468637.0,ns,22
day03_part2,Parse_string_dynamically,,,,35391771.0,ns,23
day03_part2,Parse_string_dynamically,,,,37306240.0,ns,24
day03_part2,Parse_string_dynamically,,,,38843887.0,ns,25
day03_part2,Parse_string_dynamically,,,,49067477.0,ns,26
day03_part2,Parse_string_dynamically,,,,50786036.0,ns,27
day03_part2,Parse_string_dynamically,,,,43510709.0,ns,28
day03_part2,Parse_string_dynamically,,,,45228854.0,ns,29
day03_part2,Parse_string_dynamically,,,,46998463.0,ns,30
day03_part2,Parse_string_dynamically,,,,49521134.0,ns,31
day03_part2,Parse_string_dynamically,,,,49972435.0,ns,32
day03_part2,Parse_string_dynamically,,,,50685066.0,ns,33
day03_part2,Parse_string_dynamically,,,,52768958.0,ns,34
day03_part2,Parse_string_dynamically,,,,51937642.0,ns,35
day03_part2,Parse_string_dynamically,,,,53934334.0,ns,36
day03_part2,Parse_string_dynamically,,,,60390228.0,ns,37
day03_part2,Parse_string_dynamically,,,,57317130.0,ns,38
day03_part2,Parse_string_dynamically,,,,59432733.0,ns,39
day03_part2,Parse_string_dynamically,,,,57630062.0,ns,40
