group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
day01_part2,Parse_string_dynamically,,,,1173441.0,ns,6
day01_part2,Parse_string_dynamically,,,,2550298.0,ns,12
day01_part2,Parse_string_dynamically,,,,3147489.0,ns,18
day01_part2,Parse_string_dynamically,,,,4223346.0,ns,24
day01_part2,Parse_string_dynamically,,,,5223992.0,ns,30
day01_part2,Parse_string_dynamically,,,,6294506.0,ns,36
day01_part2,Parse_string_dynamically,,,,7302642.0,ns,42
day01_part2,Parse_string_dynamically,,,,9371353.0,ns,48
day01_part2,Parse_string_dynamically,,,,9677855.0,ns,54
day01_part2,Parse_string_dynamically,,,,10973247.0,ns,60
day01_part2,Parse_string_dynamically,,,,12442918.0,ns,66
day01_part2,Parse_string_dynamically,,,,12773523.0,ns,72
day01_part2,Parse_string_dynamically,,,,13665033.0,ns,78
day01_part2,Parse_string_dynamically,,,,14929284.0,ns,84
day01_part2,Parse_string_dynamically,,,,15644824.0,ns,90
day01_part2,Parse_string_dynamically,,,,16802133.0,ns,96
day01_part2,Parse_string_dynamically,,,,18069523.0,ns,102
day01_part2,Parse_string_dynamically,,,,19221342.0,ns,108
day01_part2,Parse_string_dynamically,,,,20072618.0,ns,114
day01_part2,Parse_string_dynamically,,,,21206713.0,ns,120
day01_part2,Parse_string_dynamically,,,,23009418.0,ns,126
day01_part2,Parse_string_dynamically,,,,22845883.0,ns,132
day01_part2,Parse_string_dynamically,,,,23612601.0,ns,138
day01_part2,Parse_string_dynamically,,,,24807171.0,ns,144
day01_part2,Parse_string_dynamically,,,,26627967.0,ns,150
day01_part2,Parse_string_dynamically,,,,28253984.0,ns,156
day01_part2,Parse_string_dynamically,,,,28344094.0,ns,162
day01_part2,Parse_string_dynamically,,,,29806773.0,ns,168
day01_part2,Parse_string_dynamically,,,,30068022.0,ns,174
day01_part2,Parse_string_dynamically,,,,31843514.0,ns,180
day01_part2,Parse_string_dynamically,,,,32330504.0,ns,186
day01_part2,Parse_string_dynamically,,,,35093106.0,ns,192
day01_part2,Parse_string_dynamically,,,,35668888.0,ns,198
day01_part2,Parse_string_dynamically,,,,37011009.0,ns,204
day01_part2,Parse_string_dynamically,,,,36589782.0,ns,210
day01_part2,Parse_string_dynamically,,,,37888959.0,ns,216
day01_part2,Parse_string_dynamically,,,,41988359.0,ns,222
day01_part2,Parse_string_dynamically,,,,40418540.0,ns,228
day01_part2,Parse_string_dynamically,,,,41227609.0,ns,234
day01_part2,Parse_string_dynamically,,,,44296412.0,ns,240
day01_part2,Parse_string_dynamically,,,,43416230.0,ns,246
day01_part2,Parse_string_dynamically,,,,50233141.0,ns,252
day01_part2,Parse_string_dynamically,,,,45824397.0,ns,258
day01_part2,Parse_string_dynamically,,,,46261204.0,ns,264
day01_part2,Parse_string_dynamically,,,,47186941.0,ns,270
day01_part2,Parse_string_dynamically,,,,48497927.0,ns,276
