group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
day03_part1,Parse_string_dynamically,,,,1245604.0,ns,4
day03_part1,Parse_string_dynamically,,,,2597276.0,ns,8
day03_part1,Parse_string_dynamically,,,,3832024.0,ns,12
day03_part1,Parse_string_dynamically,,,,5030889.0,ns,16
day03_part1,Parse_string_dynamically,,,,6433189.0,ns,20
day03_part1,Parse_string_dynamically,,,,7533100.0,ns,24
day03_part1,Parse_string_dynamically,,,,8759607.0,ns,28
day03_part1,Parse_string_dynamically,,,,10019140.0,ns,32
day03_part1,Parse_string_dynamically,,,,10995491.0,ns,36
day03_part1,Parse_string_dynamically,,,,12277509.0,ns,40
day03_part1,Parse_string_dynamically,,,,13733579.0,ns,44
day03_part1,Parse_string_dynamically,,,,14369606.0,ns,48
day03_part1,Parse_string_dynamically,,,,15848448.0,ns,52
day03_part1,Parse_string_dynamically,,,,17558518.0,ns,56
day03_part1,Parse_string_dynamically,,,,19306766.0,ns,60
day03_part1,Parse_string_dynamically,,,,19904798.0,ns,64
day03_part1,Parse_string_dynamically,,,,23360015.0,ns,68
day03_part1,Parse_string_dynamically,,,,22873702.0,ns,72
day03_part1,Parse_string_dynamically,,,,24049930.0,ns,76
day03_part1,Parse_string_dynamically,,,,25309022.0,ns,80
day03_part1,Parse_string_dynamically,,,,26322362.0,ns,84
day03_part1,Parse_string_dynamically,,,,30818556.0,ns,88
day03_part1,Parse_string_dynamically,,,,28833165.0,ns,92
day03_part1,Parse_string_dynamically,,,,32200008.0,ns,96
day03_part1,Parse_string_dynamically,,,,31924532.0,ns,100
day03_part1,Parse_string_dynamically,,,,36869452.0,ns,104
day03_part1,Parse_string_dynamically,,,,42830044.0,ns,108
day03_part1,Parse_string_dynamically,,,,41853142.0,ns,112
day03_part1,Parse_string_dynamically,,,,41122403.0,ns,116
day03_part1,Parse_string_dynamically,,,,38445010.0,ns,120
day03_part1,Parse_string_dynamically,,,,38654139.0,ns,124
day03_part1,Parse_string_dynamically,,,,38959398.0,ns,128
day03_part1,Parse_string_dynamically,,,,40239245.0,ns,132
day03_part1,Parse_string_dynamically,,,,41467800.0,ns,136
day03_part1,Parse_string_dynamically,,,,42997538.0,ns,140
day03_part1,Parse_string_dynamically,,,,45492332.0,ns,144
day03_part1,Parse_string_dynamically,,,,45747381.0,ns,148
day03_part1,Parse_string_dynamically,,,,57844826.0,ns,152
day03_part1,Parse_string_dynamically,,,,50939482.0,ns,156
day03_part1,Parse_string_dynamically,,,,49065461.0,ns,160
day03_part1,Parse_string_dynamically,,,,49576771.0,ns,164
day03_part1,Parse_string_dynamically,,,,51813846.0,ns,168
day03_part1,Parse_string_dynamically,,,,51524675.0,ns,172
day03_part1,Parse_string_dynamically,,,,52744599.0,ns,176
day03_part1,Parse_string_dynamically,,,,59705969.0,ns,180
day03_part1,Parse_string_dynamically,,,,61350928.0,ns,184
day03_part1,Parse_string_dynamically,,,,62390393.0,ns,188
day03_part1,Parse_string_dynamically,,,,61657010.0,ns,192
day03_part1,Parse_string_dynamically,,,,61345672.0,ns,196
day03_part1,Parse_string_dynamically,,,,64147487.0,ns,200
day03_part1,Parse_string_dynamically,,,,69756776.0,ns,204
day03_part1,Parse_string_dynamically,,,,66307559.0,ns,208
day03_part1,Parse_string_dynamically,,,,67994545.0,ns,212
day03_part1,Parse_string_dynamically,,,,69593230.0,ns,216
day03_part1,Parse_string_dynamically,,,,82635376.0,ns,220
day03_part1,Parse_string_dynamically,,,,72192876.0,ns,224
day03_part1,Parse_string_dynamically,,,,73669962.0,ns,228
day03_part1,Parse_string_dynamically,,,,72120869.0,ns,232
day03_part1,Parse_string_dynamically,,,,72629276.0,ns,236
day03_part1,Parse_string_dynamically,,,,72025401.0,ns,240
day03_part1,Parse_string_dynamically,,,,78913831.0,ns,244
day03_part1,Parse_string_dynamically,,,,80707971.0,ns,248
day03_part1,Parse_string_dynamically,,,,78185330.0,ns,252
day03_part1,Parse_string_dynamically,,,,78600991.0,ns,256
day03_part1,Parse_string_dynamically,,,,78684463.0,ns,260
day03_part1,Parse_string_dynamically,,,,79707939.0,ns,264
day03_part1,Parse_string_dynamically,,,,82135015.0,ns,268
day03_part1,Parse_string_dynamically,,,,96917661.0,ns,272
day03_part1,Parse_string_dynamically,,,,82859467.0,ns,276
day03_part1,Parse_string_dynamically,,,,84677419.0,ns,280
day03_part1,Parse_string_dynamically,,,,84437814.0,ns,284
day03_part1,Parse_string_dynamically,,,,93077218.0,ns,288
day03_part1,Parse_string_dynamically,,,,90182808.0,ns,292
day03_part1,Parse_string_dynamically,,,,93619209.0,ns,296
day03_part1,Parse_string_dynamically,,,,90810631.0,ns,300
day03_part1,Parse_string_dynamically,,,,90858260.0,ns,304
day03_part1,Parse_string_dynamically,,,,92887477.0,ns,308
day03_part1,Parse_string_dynamically,,,,94516797.0,ns,312
day03_part1,Parse_string_dynamically,,,,111959034.0,ns,316
day03_part1,Parse_string_dynamically,,,,95332878.0,ns,320
day03_part1,Parse_string_dynamically,,,,99294220.0,ns,324
day03_part1,Parse_string_dynamically,,,,97341278.0,ns,328
day03_part1,Parse_string_dynamically,,,,100999370.0,ns,332
day03_part1,Parse_string_dynamically,,,,104941115.0,ns,336
day03_part1,Parse_string_dynamically,,,,104971938.0,ns,340
day03_part1,Parse_string_dynamically,,,,106165009.0,ns,344
day03_part1,Parse_string_dynamically,,,,105820601.0,ns,348
day03_part1,Parse_string_dynamically,,,,112942443.0,ns,352
day03_part1,Parse_string_dynamically,,,,115843915.0,ns,356
day03_part1,Parse_string_dynamically,,,,105679879.0,ns,360
day03_part1,Parse_string_dynamically,,,,111730773.0,ns,364
day03_part1,Parse_string_dynamically,,,,114801576.0,ns,368
day03_part1,Parse_string_dynamically,,,,117472473.0,ns,372
day03_part1,Parse_string_dynamically,,,,118783481.0,ns,376
day03_part1,Parse_string_dynamically,,,,116763689.0,ns,380
day03_part1,Parse_string_dynamically,,,,118477108.0,ns,384
day03_part1,Parse_string_dynamically,,,,133062083.0,ns,388
day03_part1,Parse_string_dynamically,,,,121403457.0,ns,392
day03_part1,Parse_string_dynamically,,,,122146627.0,ns,396
day03_part1,Parse_string_dynamically,,,,121027694.0,ns,400
