group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
day02_part1,Parse_string_dynamically,,,,1134388.0,ns,6
day02_part1,Parse_string_dynamically,,,,2648348.0,ns,12
day02_part1,Parse_string_dynamically,,,,3523012.0,ns,18
day02_part1,Parse_string_dynamically,,,,5299795.0,ns,24
day02_part1,Parse_string_dynamically,,,,5987842.0,ns,30
day02_part1,Parse_string_dynamically,,,,7002907.0,ns,36
day02_part1,Parse_string_dynamically,,,,8418505.0,ns,42
day02_part1,Parse_string_dynamically,,,,9562745.0,ns,48
day02_part1,Parse_string_dynamically,,,,10136196.0,ns,54
day02_part1,Parse_string_dynamically,,,,11672934.0,ns,60
day02_part1,Parse_string_dynamically,,,,13069684.0,ns,66
day02_part1,Parse_string_dynamically,,,,13509803.0,ns,72
day02_part1,Parse_string_dynamically,,,,14850163.0,ns,78
day02_part1,Parse_string_dynamically,,,,16636484.0,ns,84
day02_part1,Parse_string_dynamically,,,,16534863.0,ns,90
day02_part1,Parse_string_dynamically,,,,19426928.0,ns,96
day02_part1,Parse_string_dynamically,,,,22905840.0,ns,102
day02_part1,Parse_string_dynamically,,,,20232526.0,ns,108
day02_part1,Parse_string_dynamically,,,,21874913.0,ns,114
day02_part1,Parse_string_dynamically,,,,23055238.0,ns,120
day02_part1,Parse_string_dynamically,,,,23012358.0,ns,126
day02_part1,Parse_string_dynamically,,,,24491378.0,ns,132
day02_part1,Parse_string_dynamically,,,,26503389.0,ns,138
day02_part1,Parse_string_dynamically,,,,27320465.0,ns,144
day02_part1,Parse_string_dynamically,,,,29161943.0,ns,150
day02_part1,Parse_string_dynamically,,,,29011469.0,ns,156
day02_part1,Parse_string_dynamically,,,,41672094.0,ns,162
day02_part1,Parse_string_dynamically,,,,33678979.0,ns,168
day02_part1,Parse_string_dynamically,,,,33358984.0,ns,174
day02_part1,Parse_string_dynamically,,,,32944568.0,ns,180
day02_part1,Parse_string_dynamically,,,,35271142.0,ns,186
day02_part1,Parse_string_dynamically,,,,36878251.0,ns,192
day02_part1,Parse_string_dynamically,,,,37804208.0,ns,198
day02_part1,Parse_string_dynamically,,,,42999742.0,ns,204
day02_part1,Parse_string_dynamically,,,,40111222.0,ns,210
day02_part1,Parse_string_dynamically,,,,40740806.0,ns,216
day02_part1,Parse_string_dynamically,,,,42388532.0,ns,222
day02_part1,Parse_string_dynamically,,,,44373511.0,ns,228
day02_part1,Parse_string_dynamically,,,,43332345.0,ns,234
day02_part1,Parse_string_dynamically,,,,45889584.0,ns,240
day02_part1,Parse_string_dynamically,,,,49052725.0,ns,246
day02_part1,Parse_string_dynamically,,,,49371876.0,ns,252
day02_part1,Parse_string_dynamically,,,,48842088.0,ns,258
day02_part1,Parse_string_dynamically,,,,48611188.0,ns,264
day02_part1,Parse_string_dynamically,,,,54123348.0,ns,270
day02_part1,Parse_string_dynamically,,,,53536327.0,ns,276
day02_part1,Parse_string_dynamically,,,,53625286.0,ns,282
day02_part1,Parse_string_dynamically,,,,54269470.0,ns,288
day02_part1,Parse_string_dynamically,,,,63143625.0,ns,294
day02_part1,Parse_string_dynamically,,,,64258512.0,ns,300
day02_part1,Parse_string_dynamically,,,,60122226.0,ns,306
day02_part1,Parse_string_dynamically,,,,60766705.0,ns,312
day02_part1,Parse_string_dynamically,,,,61432130.0,ns,318
day02_part1,Parse_string_dynamically,,,,63547656.0,ns,324
day02_part1,Parse_string_dynamically,,,,60455981.0,ns,330
day02_part1,Parse_string_dynamically,,,,65172902.0,ns,336
day02_part1,Parse_string_dynamically,,,,65659294.0,ns,342
day02_part1,Parse_string_dynamically,,,,66236712.0,ns,348
day02_part1,Parse_string_dynamically,,,,65357098.0,ns,354
day02_part1,Parse_string_dynamically,,,,69654508.0,ns,360
day02_part1,Parse_string_dynamically,,,,71860690.0,ns,366
day02_part1,Parse_string_dynamically,,,,71383360.0,ns,372
day02_part1,Parse_string_dynamically,,,,72647666.0,ns,378
day02_part1,Parse_string_dynamically,,,,75403346.0,ns,384
day02_part1,Parse_string_dynamically,,,,83650851.0,ns,390
day02_part1,Parse_string_dynamically,,,,76460902.0,ns,396
day02_part1,Parse_string_dynamically,,,,76567481.0,ns,402
day02_part1,Parse_string_dynamically,,,,81615993.0,ns,408
day02_part1,Parse_string_dynamically,,,,80792941.0,ns,414
day02_part1,Parse_string_dynamically,,,,77502304.0,ns,420
day02_part1,Parse_string_dynamically,,,,81569862.0,ns,426
day02_part1,Parse_string_dynamically,,,,83562576.0,ns,432
day02_part1,Parse_string_dynamically,,,,85938200.0,ns,438
day02_part1,Parse_string_dynamically,,,,85411589.0,ns,444
day02_part1,Parse_string_dynamically,,,,86781003.0,ns,450
day02_part1,Parse_string_dynamically,,,,91172296.0,ns,456
day02_part1,Parse_string_dynamically,,,,98045776.0,ns,462
day02_part1,Parse_string_dynamically,,,,89173210.0,ns,468
day02_part1,Parse_string_dynamically,,,,91965293.0,ns,474
day02_part1,Parse_string_dynamically,,,,89928765.0,ns,480
day02_part1,Parse_string_dynamically,,,,96579281.0,ns,486
