group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
day09_part1,Parse_string_dynamically,,,,53404475.0,ns,11
day09_part1,Parse_string_dynamically,,,,52203829.0,ns,11
day09_part1,Parse_string_dynamically,,,,53580972.0,ns,11
day09_part1,Parse_string_dynamically,,,,64194378.0,ns,11
day09_part1,Parse_string_dynamically,,,,52403321.0,ns,11
day09_part1,Parse_string_dynamically,,,,52286310.0,ns,11
day09_part1,Parse_string_dynamically,,,,52540002.0,ns,11
day09_part1,Parse_string_dynamically,,,,53470065.0,ns,11
day09_part1,Parse_string_dynamically,,,,51375146.0,ns,11
day09_part1,Parse_string_dynamically,,,,56639184.0,ns,11
day09_part1,Parse_string_dynamically,,,,52838119.0,ns,11
day09_part1,Parse_string_dynamically,,,,51653397.0,ns,11
day09_part1,Parse_string_dynamically,,,,50333530.0,ns,11
day09_part1,Parse_string_dynamically,,,,51936859.0,ns,11
day09_part1,Parse_string_dynamically,,,,54081625.0,ns,11
day09_part1,Parse_string_dynamically,,,,53295037.0,ns,11
day09_part1,Parse_string_dynamically,,,,50902518.0,ns,11
day09_part1,Parse_string_dynamically,,,,52369904.0,ns,11
day09_part1,Parse_string_dynamically,,,,51486148.0,ns,11
day09_part1,Parse_string_dynamically,,,,52464949.0,ns,11
day09_part1,Parse_string_dynamically,,,,52486695.0,ns,11
day09_part1,Parse_string_dynamically,,,,52229046.0,ns,11
day09_part1,Parse_string_dynamically,,,,61636978.0,ns,11
day09_part1,Parse_string_dynamically,,,,52397346.0,ns,11
day09_part1,Parse_string_dynamically,,,,53979933.0,ns,11
day09_part1,Parse_string_dynamically,,,,55115671.0,ns,11
day09_part1,Parse_string_dynamically,,,,52627397.0,ns,11
day09_part1,Parse_string_dynamically,,,,51452453.0,ns,11
day09_part1,Parse_string_dynamically,,,,52000733.0,ns,11
day09_part1,Parse_string_dynamically,,,,53576782.0,ns,11
day09_part1,Parse_string_dynamically,,,,53041033.0,ns,11
day09_part1,Parse_string_dynamically,,,,50967021.0,ns,11
day09_part1,Parse_string_dynamically,,,,53361033.0,ns,11
day09_part1,Parse_string_dynamically,,,,53391675.0,ns,11
day09_part1,Parse_string_dynamically,,,,52508716.0,ns,11
day09_part1,Parse_string_dynamically,,,,50935803.0,ns,11
day09_part1,Parse_string_dynamically,,,,59904699.0,ns,11
day09_part1,Parse_string_dynamically,,,,57421608.0,ns,11
day09_part1,Parse_string_dynamically,,,,53111193.0,ns,11
day09_part1,Parse_string_dynamically,,,,51259220.0,ns,11
day09_part1,Parse_string_dynamically,,,,58795866.0,ns,11
day09_part1,Parse_string_dynamically,,,,56049245.0,ns,11
day09_part1,Parse_string_dynamically,,,,52813935.0,ns,11
day09_part1,Parse_string_dynamically,,,,52518861.0,ns,11
day09_part1,Parse_string_dynamically,,,,53373256.0,ns,11
day09_part1,Parse_string_dynamically,,,,51216932.0,ns,11
day09_part1,Parse_string_dynamically,,,,52008029.0,ns,11
day09_part1,Parse_string_dynamically,,,,51610131.0,ns,11
day09_part1,Parse_string_dynamically,,,,52818453.0,ns,11
day09_part1,Parse_string_dynamically,,,,51552150.0,ns,11
day09_part1,Parse_string_dynamically,,,,52529780.0,ns,11
