group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
day08_part2,Parse_string_dynamically,,,,1338364.0,ns,2
day08_part2,Parse_string_dynamically,,,,2421145.0,ns,4
day08_part2,Parse_string_dynamically,,,,3498207.0,ns,6
day08_part2,Parse_string_dynamically,,,,4898544.0,ns,8
day08_part2,Parse_string_dynamically,,,,5068644.0,ns,10
day08_part2,Parse_string_dynamically,,,,6649115.0,ns,12
day08_part2,Parse_string_dynamically,,,,6590433.0,ns,14
day08_part2,Parse_string_dynamically,,,,7704828.0,ns,16
day08_part2,Parse_string_dynamically,,,,9297816.0,ns,18
day08_part2,Parse_string_dynamically,,,,10796656.0,ns,20
day08_part2,Parse_string_dynamically,,,,11644955.0,ns,22
day08_part2,Parse_string_dynamically,,,,14816993.0,ns,24
day08_part2,Parse_string_dynamically,,,,15601285.0,ns,26
day08_part2,Parse_string_dynamically,,,,18192259.0,ns,28
day08_part2,Parse_string_dynamically,,,,22161924.0,ns,30
day08_part2,Parse_string_dynamically,,,,23084893.0,ns,32
day08_part2,Parse_string_dynamically,,,,21746435.0,ns,34
day08_part2,Parse_string_dynamically,,,,21922223.0,ns,36
day08_part2,Parse_string_dynamically,,,,22992009.0,ns,38
day08_part2,Parse_string_dynamically,,,,47046786.0,ns,40
day08_part2,Parse_string_dynamically,,,,34611113.0,ns,42
day08_part2,Parse_string_dynamically,,,,30341140.0,ns,44
day08_part2,Parse_string_dynamically,,,,30343439.0,ns,46
day08_part2,Parse_string_dynamically,,,,24359984.0,ns,48
day08_part2,Parse_string_dynamically,,,,25073509.0,ns,50
day08_part2,Parse_string_dynamically,,,,25816508.0,ns,52
day08_part2,Parse_string_dynamically,,,,26551630.0,ns,54
day08_part2,Parse_string_dynamically,,,,31339670.0,ns,56
day08_part2,Parse_string_dynamically,,,,31733746.0,ns,58
day08_part2,Parse_string_dynamically,,,,29259149.0,ns,60
day08_part2,Parse_string_dynamically,,,,35336778.0,ns,62
day08_part2,Parse_string_dynamically,,,,48351989.0,ns,64
day08_part2,Parse_string_dynamically,,,,37363271.0,ns,66
day08_part2,Parse_string_dynamically,,,,40869081.0,ns,68
day08_part2,Parse_string_dynamically,,,,41353267.0,ns,70
day08_part2,Parse_string_dynamically,,,,41975195.0,ns,72
day08_part2,Parse_string_dynamically,,,,52736434.0,ns,74
day08_part2,Parse_string_dynamically,,,,51472237.0,ns,76
day08_part2,Parse_string_dynamically,,,,56366017.0,ns,78
day08_part2,Parse_string_dynamically,,,,44147364.0,ns,80
day08_part2,Parse_string_dynamically,,,,40146747.0,ns,82
day08_part2,Parse_string_dynamically,,,,42298741.0,ns,84
day08_part2,Parse_string_dynamically,,,,43168157.0,ns,86
day08_part2,Parse_string_dynamically,,,,43948971.0,ns,88
day08_part2,Parse_string_dynamically,,,,44382904.0,ns,90
day08_part2,Parse_string_dynamically,,,,54825970.0,ns,92
day08_part2,Parse_string_dynamically,,,,45031337.0,ns,94
day08_part2,Parse_string_dynamically,,,,46612096.0,ns,96
day08_part2,Parse_string_dynamically,,,,47650702.0,ns,98
day08_part2,Parse_string_dynamically,,,,49062358.0,ns,100
day08_part2,Parse_string_dynamically,,,,49749963.0,ns,102
day08_part2,Parse_string_dynamically,,,,50090881.0,ns,104
day08_part2,Parse_string_dynamically,,,,51466857.0,ns,106
day08_part2,Parse_string_dynamically,,,,56478704.0,ns,108
day08_part2,Parse_string_dynamically,,,,55575296.0,ns,110
day08_part2,Parse_string_dynamically,,,,54669652.0,ns,112
day08_part2,Parse_string_dynamically,,,,203673071.0,ns,114
day08_part2,Parse_string_dynamically,,,,113158852.0,ns,116
day08_part2,Parse_string_dynamically,,,,66868817.0,ns,118
day08_part2,Parse_string_dynamically,,,,66821949.0,ns,120
day08_part2,Parse_string_dynamically,,,,82918072.0,ns,122
day08_part2,Parse_string_dynamically,,,,81245962.0,ns,124
day08_part2,Parse_string_dynamically,,,,119302547.0,ns,126
day08_part2,Parse_string_dynamically,,,,105835818.0,ns,128
day08_part2,Parse_string_dynamically,,,,79555362.0,ns,130
day08_part2,Parse_string_dynamically,,,,133949620.0,ns,132
day08_part2,Parse_string_dynamically,,,,101973061.0,ns,134
day08_part2,Parse_string_dynamically,,,,82190197.0,ns,136
day08_part2,Parse_string_dynamically,,,,75547214.0,ns,138
day08_part2,Parse_string_dynamically,,,,80027295.0,ns,140
day08_part2,Parse_string_dynamically,,,,97746269.0,ns,142
day08_part2,Parse_string_dynamically,,,,81602123.0,ns,144
day08_part2,Parse_string_dynamically,,,,75192546.0,ns,146
day08_part2,Parse_string_dynamically,,,,76762858.0,ns,148
day08_part2,Parse_string_dynamically,,,,74532302.0,ns,150
day08_part2,Parse_string_dynamically,,,,78979406.0,ns,152
day08_part2,Parse_string_dynamically,,,,74898995.0,ns,154
day08_part2,Parse_string_dynamically,,,,75176371.0,ns,156
day08_part2,Parse_string_dynamically,,,,85267484.0,ns,158
day08_part2,Parse_string_dynamically,,,,78282571.0,ns,160
day08_part2,Parse_string_dynamically,,,,79069123.0,ns,162
day08_part2,Parse_string_dynamically,,,,81068334.0,ns,164
day08_part2,Parse_string_dynamically,,,,80574141.0,ns,166
day08_part2,Parse_string_dynamically,,,,90273946.0,ns,168
day08_part2,Parse_string_dynamically,,,,86055040.0,ns,170
day08_part2,Parse_string_dynamically,,,,84278425.0,ns,172
day08_part2,Parse_string_dynamically,,,,84461984.0,ns,174
day08_part2,Parse_string_dynamically,,,,106793111.0,ns,176
day08_part2,Parse_string_dynamically,,,,100042611.0,ns,178
day08_part2,Parse_string_dynamically,,,,96423051.0,ns,180
day08_part2,Parse_string_dynamically,,,,90492752.0,ns,182
day08_part2,Parse_string_dynamically,,,,89196280.0,ns,184
day08_part2,Parse_string_dynamically,,,,90164438.0,ns,186
day08_part2,Parse_string_dynamically,,,,92379317.0,ns,188
day08_part2,Parse_string_dynamically,,,,101608260.0,ns,190
day08_part2,Parse_string_dynamically,,,,103697391.0,ns,192
day08_part2,Parse_string_dynamically,,,,103760676.0,ns,194
day08_part2,Parse_string_dynamically,,,,123038597.0,ns,196
day08_part2,Parse_string_dynamically,,,,102445036.0,ns,198
day08_part2,Parse_string_dynamically,,,,109045174.0,ns,200
